Simple Viewport Shading (ms);Material Viewport Shading (ms)
10.16179996;22.07940002
14.75730003;24.27339996
9.0332001;22.85429998
7.32550002;28.6971
9.46590002;25.93200002
12.43649994;25.64340003
12.81930006;26.27429995
15.52030002;21.28710004
13.70819996;25.12710006
10.99410001;22.81140001
11.24779996;27.75899996
10.03890007;24.03809992
10.68179996;25.41349991
8.87229992;26.77540004
7.87830004;24.95469991
7.95769994;26.38749999
11.78890001;24.28130002
7.71999999;25.04980005
11.58759999;22.89989998
10.79219999;24.25350004
10.99510002;27.03270002
9.63039999;23.50699995
8.58229992;26.05589991
11.02999994;26.39579994
10.59989992;17.80929998
10.95520006;23.83399999
15.65880002;24.51419993
11.28620002;23.41199992
8.02330009;22.70109998
10.95340005;23.42890005
10.56739991;25.23589996
9.41699999;25.60560009
9.56200005;23.39639992
9.88589996;22.00970007
9.34450002;24.04990001
8.98829999;24.54220003
7.89280003;23.86229998
7.67119997;25.90460004
9.96329996;23.23769999
8.78659997;23.58490007
9.28809994;24.4004
10.2887;23.69120007
10.08950011;24.2331
12.41610001;25.25249997
11.29960001;24.69300001
7.91079993;22.05299994
12.17980008;24.56260007
11.54029998;24.43850006
9.98239999;23.47390004
11.42880006;23.22760003
9.96029994;21.86690003
21.67619998;26.65640006
8.94710002;26.92159999
11.91399992;23.56449992
9.66809993;24.66620004
8.17519997;25.15860007
8.64220003;24.46580003
14.01209994;23.3286001
11.99749997;24.67020007
10.79610002;21.54820005
12.52569992;22.97540009
7.94829999;24.26129999
8.4684001;20.2143999
10.16199996;26.30069992
7.61069998;22.72889996
9.51259991;24.86190002
8.4247;27.65019995
7.85209995;27.58469991
9.55679989;26.01430006
7.88589998;21.08510002
8.2230001;22.49460004
10.20110003;22.93760004
9.00099997;23.56290002
9.71699995;21.71969996
9.3567;25.92789999
9.48170002;20.75790009
9.51500004;28.22939993
8.16309999;24.05160002
9.39260004;22.22469996
9.39439994;23.68390001
8.72250006;22.28559996
10.22169995;24.95039999
9.08800005;24.84290011
8.37249996;22.82879991
9.78570001;23.52140006
8.40480009;22.13449997
9.74849996;26.87419998
9.31550004;25.27480002
9.45700007;23.14289997
7.23250001;25.36780003
9.40500002;23.53130002
15.40110004;23.76939997
14.09870002;24.51180003
13.12420005;22.70790003
12.52019999;20.85030009
11.82240003;27.92209992
12.15590001;26.86440002
44.5353;22.93510002
10.00430004;25.71860002
9.15419997;23.35220005
8.58520006;25.16939992
11.59769995;21.80830005
8.79599992;20.22970002
9.55389999;25.04169999
11.48380002;22.85939991
9.35940002;21.85849997
9.17810004;23.60379999
8.7471999;25.88610002
7.95699994;23.99589994
10.93780005;24.28540005
9.35339998;23.24589994
10.87889995;25.01869993
12.02179992;23.81200006
8.80169997;24.07320007
8.5619;24.56210006
10.396;21.81840001
9.97669995;26.89059998
11.2523;21.44719998
11.00269996;26.76869999
8.11549998;22.98979997
8.89900001;23.05969992
7.79609999;22.83390006
8.43289995;25.0123
9.36479995;21.37779992
9.94030002;22.184
12.94699998;24.12859991
8.0421;21.34109999
10.61700005;23.32070004
10.05579997;26.15669998
10.36029996;24.80090002
10.67779993;26.78229997
11.18679997;24.16210005
9.10089992;25.92589997
13.74530001;23.08140008
12.1695;23.44480006
9.0183001;24.40939995
15.02090006;23.69349997
7.53820001;25.93909996
7.53810001;26.24439995
15.93160001;23.71720003
15.38920007;25.8532
11.73250005;26.24699997
11.17339998;25.47969995
14.85889999;21.41859999
7.73359998;23.41200004
9.82300006;24.82449997
9.27519996;24.47169996
13.056;26.03369998
8.98350007;27.26150001
7.60489993;25.5805999
7.25210004;23.26659998
10.15240001;24.68070004
7.69899995;24.93219997
7.2158;23.87720009
12.35209999;20.86769999
9.14969994;23.94079999
9.08760005;23.1931
8.13450001;22.53020008
11.0691;22.41530002
10.72299993;18.97059998
10.04700002;25.20370006
12.81850005;23.70469994
9.51020001;25.31970001
8.56009999;21.3741
8.10410001;27.92300005
8.86629999;25.15190002
8.04460002;23.29209994
10.0907;23.9877
7.19879998;23.34950003
9.38359997;26.57930006
10.66659996;24.94809998
10.72939998;23.88549992
13.18629994;25.32929997
10.26899996;22.98410004
10.83349995;23.67849997
15.61659994;24.91000004
11.51019998;21.06109995
9.82699997;26.1920999
16.48750005;23.41259993
15.38120001;24.86889996
12.15279999;27.22229995
15.90620005;22.01800002
11.72449999;22.6400001
9.16770007;24.52229999
12.19709998;25.86449997
12.08510005;23.61059992
13.41780007;26.09940001
10.45890001;25.42309999
10.01219999;22.42800011
8.37619998;22.30210009
8.98689998;24.17440002
8.3191999;24.62669997
10.06929995;24.3394
12.37609994;26.55509999
8.2094;25.15280002
11.92930003;24.67959991
7.69679993;24.12670001
10.26339992;23.2389
10.06120001;25.68930003
8.85410002;25.75140004
8.25690001;25.85229999
9.66069999;23.08800002
9.50250006;23.16540002
8.36720003;23.91579992
8.91500001;25.4707
9.52960004;23.09640008
10.01919992;24.37370003
10.51140006;22.47759991
8.72479996;24.74099991
8.43449996;27.49019989
7.80500006;23.37300009
9.65069991;23.44169992
10.06130001;25.90919996
9.10719996;23.87760009
14.14029999;24.5383
11.97590004;24.62519996
20.43619996;26.23969992
13.33969994;26.43119998
10.29350003;22.35069999
12.2479999;24.88370007
13.24780006;25.45089996
11.67829998;23.6209
10.90270001;25.7153
7.84390001;22.42130006
10.9013;24.36419996
12.68619997;25.49859998
16.02039998;23.11860002
10.39469999;21.0826
14.82479996;23.21819996
12.9955;26.52780002
13.27910007;24.34330003
11.88759995;25.50550003
10.35670005;19.95019999
10.58260002;22.25519996
10.60509996;25.26750008
9.5706;24.66980007
9.5551;22.92010002
10.07040008;24.1707
11.50560006;25.29829997
9.42709995;23.60259998
9.3256;26.5262
10.01870004;24.73210008
7.44189997;20.8838
8.66629998;24.77939997
8.77100008;24.60660005
8.22399999;23.75490009
11.97859994;24.4181999
8.26200005;25.31370008
9.62370005;22.60709996
10.07979992;23.74809992
7.935;24.25699995
9.88360005;24.27589998
8.51290009;23.64789997
9.7853;22.07489999
9.55720001;21.19710005
9.44629998;23.67570007
11.83520001;24.15870002
12.33539998;23.14120007
11.45310001;26.4952
8.43579997;24.25909997
14.55089997;23.66149996
12.52770005;26.51779994
14.4341999;22.17590006
7.63700006;23.57309998
12.91669998;25.04929993
14.60410003;23.47709995
19.77230003;23.86629989
8.97940004;24.21800001
8.56730004;23.88330002
10.06350003;21.85989998
21.6512999;26.63520002
13.25389999;25.92059993
9.22629994;24.04129994
12.82040006;23.30919995
10.98569995;23.89710001
10.3969;23.0727999
13.6087999;24.2786
16.60089998;23.72489998
17.2786999;25.04640003
9.05740005;25.11190006
14.7389;24.35159998
14.2033;22.01299998
11.3767999;25.70619993
12.84350001;28.3446
13.43960001;24.62859999
11.90659998;23.21719995
10.82580001;25.94089997
10.0748;21.79289993
9.0821;22.69410004
14.28870007;22.67059998
8.57220008;25.37509997
11.40099997;23.37149996
10.21069998;25.81240004
13.46459996;24.36049993
12.18269998;26.8008
13.8667;21.45459992
13.74129998;24.12029996
14.46129999;23.88919995
15.20539995;27.61500003
12.89579994;23.83600001
12.59100006;24.09880003
7.42749998;20.78150003
15.19079995;25.81180003
9.96309996;25.42169997
8.27620004;23.13690004
11.67190005;25.4429999
10.28570009;25.5915001
12.42079993;25.20829998
11.24650007;26.46339999
8.2992001;25.97770002
10.05869999;24.25910009
15.80320008;24.42170004
14.00849991;26.75059997
14.97030002;26.51970007
11.89009997;25.46340006
14.677;24.66740005
15.80129995;22.18720003
14.1114;25.44629993
12.07400009;23.42630003
15.45479998;25.64410004
13.13619991;25.10849992
12.50710001;25.01390001
11.18299994;25.55109991
9.19970009;23.42620003
10.20160003;24.66560004
12.23230001;25.6691
12.03119999;24.21100007
9.96429997;28.52369996
14.68590007;25.04750004
9.05190001;23.83039996
13.4381;22.86630007
14.3412;23.05940003
18.72020005;21.11819992
16.63510001;25.43779998
13.13660003;27.33850002
10.778;26.15599998
13.40740011;24.48250004
9.50140005;24.85549997
15.74200008;23.94019999
9.74090002;25.3023
12.33080006;26.35499998
8.5622;24.76840001
10.08469996;25.669
8.47130001;23.79190002
9.45639994;23.1491999
12.476;24.57120002
13.78030004;24.96499999
11.81399997;25.96890007
10.63769998;28.25269999
14.9064;24.62539996
11.8667999;21.6948
12.14979996;25.29329993
10.1672;24.36589997
10.53209999;24.59630009
11.60870004;21.7247
10.51609998;26.12669999
12.45429995;24.43390002
9.91200004;27.03920007
9.94189992;22.10320008
15.12730005;24.44170008
9.72670002;25.52959998
10.72280004;26.92480001
10.32979996;24.54629994
9.50209994;23.16980006
16.04780008;25.06620006
14.40380001;25.9729001
13.53220001;24.8445
16.27500006;25.71139997
14.34240001;24.91690009
7.65809999;21.83310001
14.32720001;21.50339994
13.75789999;23.7588
9.57649993;25.20470007
7.7664;26.63500002
10.24670003;24.01459997
9.25500004;26.15199995
9.16680007;23.99620006
9.57539992;24.28190003
7.98200001;25.76899994
8.64949997;22.61540003
8.27720005;26.97460004
12.01860001;22.65009994
11.28780004;23.31359999
11.6504;24.83050001
10.63479995;26.18150006
12.19929999;22.70069998
12.77050003;21.59719996
10.99650003;23.00459996
9.77360003;27.98209991
11.03619998;23.44699996
10.12190001;25.41600005
11.91940007;23.83399999
9.31969995;26.60510002
10.5475001;25.39980004
10.69969998;21.88250003
9.13140003;26.189
8.24140001;20.28699999
9.88760008;26.45320003
11.78339997;27.41099999
9.39720008;26.2507
15.94509999;23.07739994
13.19149998;25.31209996
16.44129993;23.14920002
14.96429997;24.47800001
11.93569996;28.30509993
8.04580003;25.16890003
8.57250008;25.44990007
10.14449995;24.89980008
11.9080001;21.68869996
14.16080003;24.44850001
11.78840001;26.66149999
7.78740004;23.78989989
8.51339998;25.7764
7.93039997;26.6483
10.96470002;21.6023
10.14609996;27.92169992
10.1538999;22.46350003
8.35300004;23.15560007
10.9772;22.54819998
10.20419993;24.51070002
12.96750002;23.87780009
13.19630002;24.46490002
11.62939996;24.55490001
10.92160004;26.7252
9.1268;24.4599001
8.55539995;26.47029993
7.9023001;26.21849999
11.86680002;23.32580008
14.51889996;24.48620007
7.89249991;25.94570001
7.58700003;24.89649993
14.63440002;21.41289995
12.59929989;24.32100009
10.92929998;23.1323
9.25050001;22.09039999
10.0442;21.83830005
13.32789997;25.88770003
16.1146;23.52439996
13.86870001;24.24529998
12.32700003;24.79910001
10.51609998;25.91040009
16.35769999;25.57269996
16.23579999;23.71730004
11.82989997;27.30690001
9.32199997;24.4186999
11.91180001;21.5722
10.37250005;23.12200004
10.11789998;23.52749999
15.16710001;21.51200001
16.1291;24.0182
10.98839997;22.61039999
13.83000007;26.7548
12.3658001;24.61700002
9.72730003;26.15949989
13.18609994;25.78899998
13.64570006;23.75970001
10.66319994;24.4926
12.66640006;24.88100005
16.04350004;25.55000002
12.72790006;24.28790007
14.61740001;21.27989999
10.64270001;24.95420002
9.55650001;24.42530007
13.04980007;25.60389997
18.70109991;25.24500003
12.58849993;26.35900001
12.96339999;26.49029996
9.12960002;24.92390003
12.99890003;25.10500001
15.88050008;24.48979998
9.97459993;24.25119991
8.7602;27.03840006
13.81339994;26.33559995
10.08419995;24.34959996
10.65940002;25.02549998
9.82679997;25.25489999
11.84320007;24.00960005
8.64629995;26.5884999
9.15429997;26.40690003
8.2712;26.73909999
13.10800004;25.54359997
14.22600006;24.9648001
10.24009997;25.24849994
43.41050005;22.13010006
9.28409991;24.69880006
7.88599998;26.05579991
9.66840005;25.8528
11.90610009;24.04019993
10.97549999;22.36419998
13.82380002;23.3156
8.51139997;24.74130003
12.84809993;22.97199995
11.1765;26.38179995
13.52450007;23.64680008
16.64759999;23.42580003
14.53139994;24.46550003
14.07669997;23.47490005
11.90479996;28.92500011
12.71549996;25.17639997
11.54550002;20.69120004
10.81380004;27.81190001
13.99729995;23.30840006
8.46719998;27.12400001
13.96839996;27.49090001
16.92610001;23.81149994
14.76749999;24.46720004
11.07360004;24.0311001
11.45499991;25.00209992
8.57980002;23.81150005
11.58060005;22.85489999
7.97879999;24.61169998
7.77279993;26.24189993
10.21640003;24.85420008
11.86800003;23.85310002
13.93149991;22.39339997
18.26199994;24.95489991
11.28380001;23.62420002
12.72559993;21.71749994
14.16720008;22.49380003
13.99679994;25.71900003
15.2737;25.53790004
14.39039991;26.3295999
12.51830009;23.81429996
9.49080009;23.132
12.84760004;22.80139993
13.78219994;24.76880001
11.14369999;22.12500002
15.32809995;26.86820005
12.1542;24.84920004
16.22999995;25.95669997
11.45930006;26.55549999
10.97069995;24.91629997
14.71760008;25.08010005
10.66010003;24.71669996
7.28719996;24.31659994
8.09409993;24.19349994
7.94669997;23.03230006
12.21200009;23.04879995
13.2120999;22.32750005
8.12420005;25.79059999
16.8201999;24.5818001
14.18460009;23.70400005
11.18280005;25.05660011
17.43720006;27.04009996
11.52339997;22.34630007
9.60450002;24.9950001
14.92370002;23.69299997
11.86510001;24.35199998
8.30769993;25.74129996
12.15010008;24.89420003
10.93459991;25.59950005
11.24240004;21.50800009
11.76979998;23.30940007
9.72810003;24.97519995
7.72640004;25.85380001
10.43609995;27.89219993
9.77590005;26.38179995
9.68370005;22.7953
11.39460003;23.61949999
14.86800006;23.10840006
10.48010006;27.947
7.61159998;24.3248
14.33350006;22.47999993
7.27010006;24.65280006
8.09899997;25.3792
9.77240002;26.9698
7.69430003;27.16689999
8.39730003;23.2393
8.60270008;23.47479993
7.68260006;20.56450001
8.68730003;23.28379999
9.87950002;22.83709997
12.38299999;24.7374
10.02090005;23.7715001
8.89579998;25.41889995
9.96690011;25.54649999
8.7448;23.49649998
11.7574;25.70869995
10.68529999;24.23360001
14.59889999;24.11360003
10.62700001;25.76950006
12.86759996;24.74819997
8.43250006;22.90840005
11.37179998;25.07460001
7.95829995;25.47790005
8.1942;25.73360002
10.52160002;24.53910001
12.42519997;24.77640007
11.59969997;26.98960004
8.3018;22.7491
8.16799991;26.29770001
12.90430001;22.53959992
10.28019993;25.78719996
8.77879991;24.0361999
8.01300001;23.96140003
9.74329992;24.05340003
16.25280001;23.54700002
16.92379999;24.48030002
20.09370003;25.05699999
14.70910001;23.69159996
10.26440004;27.38740004
12.27989991;23.61419995
13.97179998;25.5467
7.77680008;25.67090001
13.15170003;27.49810007
12.08909997;22.20530005
10.98569995;24.01779999
13.53769994;26.03790001
18.26170005;24.10849999
9.55999992;26.83089999
12.86400005;25.59249999
8.27270001;26.53200005
10.07880003;24.35019996
9.74650006;24.05340003
8.94780003;23.41700008
8.15410004;27.1681
7.95879995;24.32959992
8.84929998;25.74840002
10.02669998;23.80620001
14.10689997;23.36700005
7.72760005;21.93469997
11.78240008;24.42550007
14.21409997;24.40440003
17.91749999;25.09529993
7.89859996;22.17599994
8.08250008;24.76070006
9.48759995;26.0218
11.48500002;25.40640009
8.94949993;26.22749994
10.51189995;24.60649994
8.35740007;23.68059999
13.01620004;21.33619995
13.84829998;24.76669999
12.6136;26.30269993
12.96409999;22.14220003
13.94620002;25.57499998
8.0087001;24.60580005
8.66330008;25.51089996
12.24860002;27.8082001
7.73149997;23.73130003
12.25469995;24.72350001
9.05020011;24.03690002
7.95979996;25.19359998
8.01250001;22.59419998
9.25620005;27.52899996
7.87849992;24.34739994
8.92810011;24.15049996
9.82090004;24.92929995
8.00549996;23.29230006
7.42219994;20.07910004
10.13329998;21.71400003
7.78079999;24.65699997
9.4178;24.10669997
10.00980008;25.81060003
7.83330004;23.81559997
10.48000006;23.2086
8.15199991;27.92819997
9.16100002;26.68120002
7.47269997;25.27650003
10.44930005;22.13970001
10.03809995;26.80029999
14.62459995;23.68669992
10.85810002;25.7004
10.04550001;25.37399996
10.11380006;23.50820007
9.32299998;23.61270005
8.89429997;23.79790007
9.36430006;25.71299998
12.06589991;22.64039998
10.19100007;23.20020006
9.13829997;23.07680005
14.51840007;23.65450002
12.46350002;23.89299998
14.8893001;27.21199999
14.61039996;24.70289997
14.79030005;26.31530003
17.00690005;24.15379998
13.25760002;28.48740004
11.78219996;23.93539995
15.49570006;25.78210004
12.11470005;26.00429999
13.95500009;25.16379999
9.12199996;23.9721
9.31409991;25.68090009
10.42870001;25.09600006
12.6132;24.05420004
10.38399991;23.95210008
7.277;25.02300008
8.50380003;22.90839993
8.16920004;24.2017
7.24109996;25.27590003
8.52879998;22.8264
8.34369997;25.9449
9.92470002;25.06010002
9.08650004;25.70400003
7.61490001;23.22169999
8.65620002;23.37830001
9.04310006;25.64140002
8.63229996;24.86359992
8.37290008;24.42489995
7.92629994;26.64689999
11.82860008;23.1619
9.57729993;22.95629994
11.91959996;25.24750005
9.65359993;24.51789996
12.83539995;23.07620004
14.61860002;24.967
11.52910001;23.2233
10.94479999;24.5994
10.2284;22.94579998
13.26090004;25.55440005
12.68809999;24.36079993
9.32899991;24.41030007
10.51940001;28.89680001
10.78460005;25.92210006
9.62090003;23.58030004
7.88399996;22.60649996
11.21050003;23.72000006
8.28209997;24.31430004
8.19960004;24.9507
9.09830001;23.47050002
8.0860001;22.90920005
12.58430001;27.52760006
8.9159999;25.03340004
9.62240004;23.54660002
8.38580006;23.24210003
9.70070006;25.18250002
18.16660003;26.27520007
11.21939998;26.2194
12.46899995;24.37449992
17.12639991;25.00859997
13.77039996;23.76859996
16.29119995;23.18230004
11.23840001;23.63800001
7.90540001;23.75210007
10.39079996;25.72289994
7.83689995;21.87309996
10.7190999;27.85469999
8.91450001;26.47659997
9.88650008;22.54769998
10.97309997;25.63030005
8.62039998;24.27569998
7.47860002;25.53049999
9.17989993;26.9991
10.07780002;21.48690005
12.80279993;23.5294
8.06949998;25.2421
12.7509;22.00880006
17.13669999;22.69889996
18.48670002;22.91130007
16.51269989;22.14570006
11.12689998;24.97529995
14.50749999;23.00030005
12.57060003;24.68749997
9.77200002;24.83170002
10.94269997;21.52119996
14.83540004;26.71720006
9.11470002;24.11899995
12.82930002;23.51750003
11.79420005;29.03449989
16.94679994;23.69639999
16.97680005;24.21499998
14.91400006;26.25530004
13.97049997;22.84230001
13.20669998;23.68689992
7.75879994;26.13620006
12.38580002;23.30180001
14.22999997;26.55509999
10.79219999;23.39599992
11.25700003;24.00950005
7.64010008;23.81639997
10.89279994;24.23320001
11.18190004;24.39449995
11.50319993;25.93920007
17.78670005;25.13830003
11.30580006;26.45030001
9.31260001;26.38689999
13.68610002;24.35199998
9.72289999;23.21520005
10.19599999;23.54159998
14.03189998;21.12299995
17.72550005;24.80570006
11.54900005;20.82430001
15.25109995;26.54469991
11.63359999;22.53630001
8.3502999;25.51150008
10.19359997;25.30580002
9.05670004;22.6572
8.24729993;25.46749997
7.84430001;22.8111
12.12720003;27.9931
11.32479997;24.23710003
18.00499996;23.91910006
14.23530001;24.90630001
17.11709995;25.57910001
15.12330002;23.85600004
11.71220001;25.96590004
13.34270008;24.46629992
15.03150002;27.37659996
16.9098;26.79479995
12.90149998;23.15340005
11.03589998;22.13349997
14.37709993;21.69120009
19.95699992;21.9234
14.06210009;24.87920003
12.91370008;24.67339998
10.05349995;24.99090007
10.61130001;26.19460004
8.31920002;23.50729995
12.32029998;23.41349993
7.67289998;24.16259993
7.75510003;24.15080008
11.02460001;26.94639994
14.0065999;23.29539997
11.89630001;23.10830005
14.43760004;23.2698
10.26779995;25.3922001
7.72989995;24.45140004
8.39720003;22.36330009
14.64519999;23.54100009
9.61880002;26.13310004
10.64399991;24.34769995
12.00420002;24.40250001
